Ticket   || Tipo            || Data       || Pai      || Incidente       || Descrição                                          ||
ENS-7261 || História        || 2025-07-15 || ENS-7241 ||                 || [Alteração] Portal de Integração                   ||
ENS-7259 || História        || 2025-07-15 || ENS-7240 ||                 || [Alteração] Portal de Integração                   ||
ENS-7257 || História        || 2025-07-15 || ENS-7239 ||                 || [Alteração] Portal de Integração                   ||
ENS-7255 || História        || 2025-07-15 || ENS-7238 ||                 || [Alteração] Portal de Integração                   ||
ENS-7253 || História        || 2025-07-15 || ENS-7237 ||                 || [Alteração] Portal de Integração                   ||
ENS-7251 || História        || 2025-07-15 || ENS-7236 ||                 || [Alteração] Portal de Integração                   ||
ENS-7249 || História        || 2025-07-15 || ENS-7235 ||                 || [Alteração] Portal de Integração                   ||
ENS-7247 || História        || 2025-07-15 || ENS-7234 ||                 || [Alteração] Problema de paginação MAX              ||
ENS-7245 || História        || 2025-07-15 || ENS-7233 ||                 || [Alteração]Testes da ZINTERFACELOTE2               ||
ENS-7244 || Epic            || 2025-07-15 || ENS-7244 || 0               || Incidente-2025-07-9_EPIC X                         ||
ENS-7243 || Epic            || 2025-07-15 || ENS-7243 || 0               || Incidente-2025-07-9_EPIC IX                        ||
ENS-7242 || Epic            || 2025-07-15 || ENS-7242 || 0               || Incidente-2025-07-9_EPIC VIII                      ||
ENS-7241 || Epic            || 2025-07-15 || ENS-7241 || 0               || Incidente-2025-07-9_EPIC VII                       ||
ENS-7240 || Epic            || 2025-07-15 || ENS-7240 || 0               || Incidente-2025-07-9_EPIC VI                        ||
ENS-7239 || Epic            || 2025-07-15 || ENS-7239 || 0               || Incidente-2025-07-9_EPIC V                         ||
ENS-7238 || Epic            || 2025-07-15 || ENS-7238 || 0               || Incidente-2025-07-9_EPIC IV                        ||
ENS-7237 || Epic            || 2025-07-15 || ENS-7237 || 0               || Incidente-2025-07-9_EPIC III                       ||
ENS-7236 || Epic            || 2025-07-15 || ENS-7236 || 0               || Incidente-2025-07-9_EPIC II                        ||
ENS-7235 || Epic            || 2025-07-15 || ENS-7235 || 0               || Incidente-2025-07-9_EPIC I                         ||
ENS-7234 || Epic            || 2025-07-15 || ENS-7234 || SCTASK0442180   || Problema de paginação MAX                          ||
ENS-7233 || Epic            || 2025-07-15 || ENS-7233 || 0               || Testes da ZINTERFACELOTE2                          ||
ENS-7231 || História        || 2025-07-15 || ENS-7196 ||                 || [Alteração] Apoio requisição Concur-descriptografa ||
ENS-7229 || História        || 2025-07-15 || ENS-7195 ||                 || [Novo Desenvolvimento] - SOC                       ||
ENS-7227 || História        || 2025-07-15 || ENS-7194 ||                 || [Alteração]  -   Verificação ssl api Entregou      ||
ENS-7225 || História        || 2025-07-15 || ENS-7193 ||                 || [Alteração] - Item 48 pricing                      ||
ENS-7223 || História        || 2025-07-15 || ENS-7192 ||                 || [Alteração]  -  Verificação de cliente e produto s ||
ENS-7221 || História        || 2025-07-15 || ENS-7191 ||                 || [Novo Desenvolvimento] - Validação RITM0418658 (or ||
ENS-7219 || História        || 2025-07-15 || ENS-7190 ||                 || [Novo Desenvolvimento] -  Lemontech                ||
ENS-7217 || História        || 2025-07-15 || ENS-7189 ||                 || [Alteração]  -   Deploy  item[111] Pricing         ||
ENS-7215 || História        || 2025-07-15 || ENS-7188 ||                 || [Alteração] -  Verificação retorno LTAI            ||
ENS-7213 || História        || 2025-07-15 || ENS-7187 ||                 || [Alteração]  - Verificação Cadastrar Ocorrência Mo ||
ENS-7211 || História        || 2025-07-15 || ENS-7186 ||                 || [Alteração]  - Verificação retorno NDD/TKEDÍGITAL  ||
ENS-7209 || História        || 2025-07-15 || ENS-7185 ||                 || [Alteração]  -   Verificação de erro no envio Adob ||
ENS-7207 || História        || 2025-07-15 || ENS-7184 ||                 || [Alteração]  - Verificação erro lock na interface  ||
ENS-7205 || História        || 2025-07-15 || ENS-7043 ||                 || [Alteração] Ajustar o layout das RFCs ZV30 e ZV31  ||
ENS-7203 || História        || 2025-07-15 || ENS-7182 ||                 || [Alteração] MaxLength do campo complexType name te ||
ENS-7201 || História        || 2025-07-15 || ENS-6920 ||                 || [Alteração] Configurar a interface de envio de arq ||
ENS-7199 || História        || 2025-07-15 || ENS-7180 ||                 || [Novo Desenvolvimento]  -Abbiamo                   ||
ENS-7197 || História        || 2025-07-15 || ENS-6593 ||                 || [Alteração] Ajustar layout da interface ZV48N      ||
ENS-7196 || Epic            || 2025-07-15 || ENS-7196 || 0               || Incidente-2025-07-9_EPIC XIII                      ||
ENS-7195 || Epic            || 2025-07-15 || ENS-7195 || SCTASK0435445   || Incidente-2025-07-9_EPIC XII                       ||
ENS-7194 || Epic            || 2025-07-15 || ENS-7194 || 0               || Incidente-2025-07-9_EPIC XI                        ||
ENS-7193 || Epic            || 2025-07-15 || ENS-7193 || 0               || Incidente-2025-07-9_EPIC X                         ||
ENS-7192 || Epic            || 2025-07-15 || ENS-7192 || 0               || Incidente-2025-07-9_EPIC IX                        ||
ENS-7191 || Epic            || 2025-07-15 || ENS-7191 || 0               || Incidente-2025-07-9_EPIC VIII                      ||
ENS-7190 || Epic            || 2025-07-15 || ENS-7190 || 0               || Incidente-2025-07-9_EPIC VII                       ||
ENS-7189 || Epic            || 2025-07-15 || ENS-7189 || 0               || Incidente-2025-07-9_EPIC VI                        ||
ENS-7188 || Epic            || 2025-07-15 || ENS-7188 || 0               || Incidente-2025-07-9_EPIC V                         ||
ENS-7187 || Epic            || 2025-07-15 || ENS-7187 || 0               || Incidente-2025-07-9_EPIC IV                        ||
ENS-7186 || Epic            || 2025-07-15 || ENS-7186 || 0               || Incidente-2025-07-9_EPIC III                       ||
ENS-7185 || Epic            || 2025-07-15 || ENS-7185 || 0               || Incidente-2025-07-9_EPIC II                        ||
ENS-7184 || Epic            || 2025-07-15 || ENS-7184 || 0               || Incidente-2025-07-9_EPIC I                         ||
ENS-7183 || Epic            || 2025-07-15 || ENS-7183 || SCTASK0457110   || ajustar o layout das RFCs ZV30 e ZV31 para os tipo ||
ENS-7182 || Epic            || 2025-07-15 || ENS-7182 || SCTASK0453616   || MaxLength do campo complexType name tecnicaProduto ||
ENS-7181 || Epic            || 2025-07-15 || ENS-7181 || SCTASK0433986   || configurar a interface de envio de arquivos do fil ||
ENS-7180 || Epic            || 2025-07-15 || ENS-7180 || SCTASK0435907   || Teste integrado Abbiamo                            ||
ENS-7179 || Epic            || 2025-07-15 || ENS-7179 || SCTASK0426427   ||  ajustar layout da interface ZV48N                 ||
ENS-7177 || História        || 2025-07-15 || ENS-7163 ||                 || [Alteração] Gestão Demandas                        ||
ENS-7175 || História        || 2025-07-15 || ENS-7162 ||                 || [Alteração] IAM                                    ||
ENS-7173 || História        || 2025-07-15 || ENS-7161 ||                 || [Alteração] TKE | Patches Microsoft IRIS PRD       ||
ENS-7171 || História        || 2025-07-15 || ENS-7160 ||                 || [Alteração] Demandas Técnicas I                    ||
ENS-7169 || História        || 2025-07-15 || ENS-7159 ||                 || [Alteração] Atividades                             ||
ENS-7167 || História        || 2025-07-15 || ENS-7158 ||                 || [Alteração] Atividades                             ||
ENS-7165 || História        || 2025-07-15 || ENS-7157 ||                 || [Alteração] Alinhamento Demandas                   ||
ENS-7163 || Epic            || 2025-07-15 || ENS-7163 || 0               || Incidente-2025-07-9_EPIC VII                       ||
ENS-7162 || Epic            || 2025-07-15 || ENS-7162 || 0               || Incidente-2025-07-9_EPIC VI                        ||
ENS-7161 || Epic            || 2025-07-15 || ENS-7161 || 0               || Incidente-2025-07-9_EPIC V                         ||
ENS-7160 || Epic            || 2025-07-15 || ENS-7160 || 0               || Incidente-2025-07-9_EPIC IV                        ||
ENS-7159 || Epic            || 2025-07-15 || ENS-7159 || 0               || Incidente-2025-07-9_EPIC III                       ||
ENS-7158 || Epic            || 2025-07-15 || ENS-7158 || 0               || Incidente-2025-07-9_EPIC II                        ||
ENS-7157 || Epic            || 2025-07-15 || ENS-7157 || 0               || Incidente-2025-07-9_EPIC I                         ||
ENS-7155 || História        || 2025-07-15 || ENS-7154 ||                 || [Alteração] Análise do portal de ocorrências de lo ||
ENS-7154 || Epic            || 2025-07-15 || ENS-7154 || 0               || Análise do portal de ocorrênicas de log            ||
ENS-7152 || História        || 2025-07-15 || ENS-7151 ||                 || [Alteração] Alternativa ZINTERFACELOTE2            ||
ENS-7151 || Epic            || 2025-07-15 || ENS-7151 || 0               || Alternativa ZINTERFACELOTE2                        ||
ENS-7149 || História        || 2025-07-15 || ENS-7148 ||                 || [Alteração] Atividades Administrativas             ||
ENS-7148 || Epic            || 2025-07-15 || ENS-7148 || 0               || Atividades Administrativas                         ||
ENS-7144 || História        || 2025-06-27 || ENS-7115 ||                 || [Alteração] Atividades Internas IRIS III           ||
ENS-7142 || História        || 2025-06-27 || ENS-7114 ||                 || [Alteração] Atividades Internas IRIS II            ||
ENS-7140 || História        || 2025-06-27 || ENS-7113 ||                 || [Alteração] Atividades Internas IRIS I             ||
ENS-7138 || História        || 2025-06-27 || ENS-7112 ||                 || [Alteração] Atividades Internas IRIS IV
           ||
ENS-7136 || História        || 2025-06-27 || ENS-7111 ||                 || [Alteração] Atividades Internas IRIS V             ||
ENS-7134 || História        || 2025-06-27 || ENS-7110 ||                 || [Alteração] Atividades Internas IRIS VI            ||
ENS-7132 || História        || 2025-06-27 || ENS-7109 ||                 || [Alteração] Atividades Internas IRIS VII           ||
ENS-7130 || História        || 2025-06-27 || ENS-7108 ||                 || [Alteração] Atividades Internas IRIS IX            ||
ENS-7128 || História        || 2025-06-27 || ENS-7107 ||                 || [Alteração] Validação de envios IRIS III           ||
ENS-7126 || História        || 2025-06-27 || ENS-7106 ||                 || [Alteração] Emails IRIS I                          ||
ENS-7124 || História        || 2025-06-27 || ENS-7105 ||                 || [Alteração] Emails IRIS II                         ||
ENS-7122 || História        || 2025-06-27 || ENS-7104 ||                 || [Alteração] Validação de envios IRIS II            ||
ENS-7120 || História        || 2025-06-27 || ENS-7103 ||                 || [Alteração] Validação de envios IRIS I             ||
ENS-7118 || História        || 2025-06-27 || ENS-7102 ||                 || [Alteração] Atividades Internas IRIS XI            ||
ENS-7116 || História        || 2025-06-27 || ENS-7101 ||                 || [Alteração] Atividades Internas IRIS X             ||
ENS-7115 || Epic            || 2025-06-27 || ENS-7115 || 0               || Incidente-2025-06-25_EPIC XV                       ||
ENS-7114 || Epic            || 2025-06-27 || ENS-7114 || 0               || Incidente-2025-06-25_EPIC XIV                      ||
ENS-7113 || Epic            || 2025-06-27 || ENS-7113 || 0               || Incidente-2025-06-25_EPIC XIII                     ||
ENS-7112 || Epic            || 2025-06-27 || ENS-7112 || 0               || Incidente-2025-06-25_EPIC XII                      ||
ENS-7111 || Epic            || 2025-06-27 || ENS-7111 || 0               || Incidente-2025-06-25_EPIC XI                       ||
ENS-7110 || Epic            || 2025-06-27 || ENS-7110 || 0               || Incidente-2025-06-25_EPIC X                        ||
ENS-7109 || Epic            || 2025-06-27 || ENS-7109 || 0               || Incidente-2025-06-25_EPIC IX                       ||
ENS-7108 || Epic            || 2025-06-27 || ENS-7108 || 0               || Incidente-2025-06-25_EPIC VIII                     ||
ENS-7107 || Epic            || 2025-06-27 || ENS-7107 || 0               || Incidente-2025-06-25_EPIC VII                      ||
ENS-7106 || Epic            || 2025-06-27 || ENS-7106 || 0               || Incidente-2025-06-25_EPIC VI                       ||
ENS-7105 || Epic            || 2025-06-27 || ENS-7105 || 0               || Incidente-2025-06-25_EPIC V                        ||
ENS-7104 || Epic            || 2025-06-27 || ENS-7104 || 0               || Incidente-2025-06-25_EPIC IV                       ||
ENS-7103 || Epic            || 2025-06-27 || ENS-7103 || 0               || Incidente-2025-06-25_EPIC III                      ||
ENS-7102 || Epic            || 2025-06-27 || ENS-7102 || 0               || Incidente-2025-06-25_EPIC II                       ||
ENS-7101 || Epic            || 2025-06-27 || ENS-7101 || 0               || Incidente-2025-06-25_EPIC I                        ||
ENS-7098 || História        || 2025-06-27 || ENS-7097 ||                 || [Alteração] Cubiscan                               ||
ENS-7097 || Epic            || 2025-06-27 || ENS-7097 || 874286          || Cubiscan                                           ||
ENS-7095 || História        || 2025-06-27 || ENS-7086 ||                 || [Alteração] Reunião Status IRIS                    ||
ENS-7093 || História        || 2025-06-27 || ENS-7085 ||                 || [Alteração] Alinhamento Operação SNOW - GUS X IRIS ||
ENS-7091 || História        || 2025-06-27 || ENS-7084 ||                 || [Alteração] Improper error handling - Reunião de A ||
ENS-7089 || História        || 2025-06-27 || ENS-7083 ||                 || [Alteração] MAX - IRIS - BlueBox                   ||
ENS-7087 || História        || 2025-06-27 || ENS-7082 ||                 || [Alteração] MAX Iris - Blue box                    ||
ENS-7086 || Epic            || 2025-06-27 || ENS-7086 || 0               || Incidente-2025-06-25_EPIC V                        ||
ENS-7085 || Epic            || 2025-06-27 || ENS-7085 || 0               || Incidente-2025-06-25_EPIC IV                       ||
ENS-7084 || Epic            || 2025-06-27 || ENS-7084 || 0               || Incidente-2025-06-25_EPIC III                      ||
ENS-7083 || Epic            || 2025-06-27 || ENS-7083 || 0               || Incidente-2025-06-25_EPIC Ii                       ||
ENS-7082 || Epic            || 2025-06-27 || ENS-7082 || 0               || Incidente-2025-06-25_EPIC I                        ||
ENS-7080 || História        || 2025-06-27 || ENS-7079 ||                 || [Alteração]Precisamos passar a enviar dados refere ||
ENS-7079 || Epic            || 2025-06-27 || ENS-7079 || SCTASK0454683   || Precisamos passar a enviar dados referentes aos pa ||
ENS-7077 || História        || 2025-06-27 || ENS-7076 ||                 || [Alteração]Problema de paginação MAX               ||
ENS-7076 || Epic            || 2025-06-27 || ENS-7076 || SCTASK0442180   || Problema de paginação MAX                          ||
ENS-7074 || História        || 2025-06-27 || ENS-7073 ||                 || [Alteração]Testes da ZINTERFACELOTE2               ||
ENS-7073 || Epic            || 2025-06-27 || ENS-7073 || 0               || Testes da ZINTERFACELOTE2                          ||
ENS-7071 || História        || 2025-06-27 || ENS-7054 ||                 || [Alteração] -  Execução em qa com dados de produçã ||
ENS-7069 || História        || 2025-06-27 || ENS-7053 ||                 || [Alteração] - Execução em qa com dados de produção ||
ENS-7067 || História        || 2025-06-27 || ENS-7052 ||                 || [Alteração] - WeHandle                             ||
ENS-7065 || História        || 2025-06-27 || ENS-7051 ||                 || [Alteração] -  TELEGESTÃO                          ||
ENS-7063 || História        || 2025-06-27 || ENS-7050 ||                 || [Novo Desenvolvimento] -  SOC                      ||
ENS-7061 || História        || 2025-06-27 || ENS-7049 ||                 || [Alteração] - ITEM 50 Pricing                      ||
ENS-7059 || História        || 2025-06-26 || ENS-7048 ||                 || [Alteração]  -Análise problema NF NDD              ||
ENS-7057 || História        || 2025-06-26 || ENS-7047 ||                 || [Alteração] - ZV09                                 ||
ENS-7055 || História        || 2025-06-26 || ENS-7046 ||                 || [Alteração] - CN25 SAP para AIT de todas as obras  ||
ENS-7054 || Epic            || 2025-06-26 || ENS-7054 || 0               || Incidente-2025-06-25_EPIC IX                       ||
ENS-7053 || Epic            || 2025-06-26 || ENS-7053 || 0               || Incidente-2025-06-25_EPIC VIII                     ||
ENS-7052 || Epic            || 2025-06-26 || ENS-7052 || 0               || Incidente-2025-06-25_EPIC VII                      ||
ENS-7051 || Epic            || 2025-06-26 || ENS-7051 || 0               || Incidente-2025-06-25_EPIC VI                       ||
ENS-7050 || Epic            || 2025-06-26 || ENS-7050 || SCTASK0435445   || Incidente-2025-06-25_EPIC V                        ||
ENS-7049 || Epic            || 2025-06-26 || ENS-7049 || 0               || Incidente-2025-06-25_EPIC IV                       ||
ENS-7048 || Epic            || 2025-06-26 || ENS-7048 || 0               || Incidente-2025-06-25_EPIC III                      ||
ENS-7047 || Epic            || 2025-06-26 || ENS-7047 || 0               || Incidente-2025-06-25_EPIC II                       ||
ENS-7046 || Epic            || 2025-06-26 || ENS-7046 || 0               || Incidente-2025-06-25_EPIC I                        ||
ENS-7044 || História        || 2025-06-26 || ENS-7043 ||                 || [Alteração] Ajustar o layout das RFCs ZV30 e ZV31  ||
ENS-7043 || Epic            || 2025-06-26 || ENS-7043 || SCTASK0457110   || Ajustar o layout das RFCs ZV30 e ZV31 para os tipo ||
ENS-7041 || História        || 2025-06-26 || ENS-7038 ||                 || [Alteração] Necessitamos que seja alterado oo MaxL ||
ENS-7039 || História        || 2025-06-26 || ENS-6920 ||                 || [Novo Desenvolvimento] IRIS configurar a interface ||
ENS-7038 || Epic            || 2025-06-26 || ENS-7038 || SCTASK0453616   || Necessitamos que seja alterado oo MaxLength do cam ||
ENS-7035 || Epic            || 2025-06-26 || ENS-7035 || SCTASK0433986   || IRIS configurar a interface de envio de arquivos d ||
ENS-7033 || História        || 2025-06-26 || ENS-7032 ||                 || [Novo Desenvolvimento] Teste integrado Abbiamo     ||
ENS-7032 || Epic            || 2025-06-26 || ENS-7032 || SCTASK0435907   || Teste integrado Abbiamo                            ||
ENS-7030 || História        || 2025-06-26 || ENS-6593 ||                 || [Alteração] ZV48N Testes                           ||
ENS-7029 || Epic            || 2025-06-26 || ENS-7029 || SCTASK0426427   || Apoio para equipe Iris, ajustar layout da interfac ||
ENS-7027 || História        || 2025-06-26 || ENS-7014 ||                 || [Alteração] Gestão                                 ||
ENS-7025 || História        || 2025-06-26 || ENS-7013 ||                 || [Alteração] DRP - Execução V                       ||
ENS-7023 || História        || 2025-06-26 || ENS-7012 ||                 || [Alteração] DRP - Execução IV                      ||
ENS-7021 || História        || 2025-06-26 || ENS-7011 ||                 || [Alteração] DRP - Execução III                     ||
ENS-7019 || História        || 2025-06-26 || ENS-7010 ||                 || [Alteração] DRP - Execução II                      ||
ENS-7017 || História        || 2025-06-26 || ENS-7009 ||                 || [Alteração] DRP - Execução I                       ||
ENS-7015 || História        || 2025-06-26 || ENS-7008 ||                 || [Alteração] DRP - Planejamento e Plano de Ação     ||
ENS-7014 || Epic            || 2025-06-26 || ENS-7014 || 0               || Incidente-2025-06-25_EPIC VII                      ||
ENS-7013 || Epic            || 2025-06-26 || ENS-7013 || 0               || Incidente-2025-06-25_EPIC VI                       ||
ENS-7012 || Epic            || 2025-06-26 || ENS-7012 || 0               || Incidente-2025-06-25_EPIC V                        ||
ENS-7011 || Epic            || 2025-06-26 || ENS-7011 || 0               || Incidente-2025-06-25_EPIC IV                       ||
ENS-7010 || Epic            || 2025-06-26 || ENS-7010 || 0               || Incidente-2025-06-25_EPIC III                      ||
ENS-7009 || Epic            || 2025-06-26 || ENS-7009 || 0               || Incidente-2025-06-25_EPIC II                       ||
ENS-7008 || Epic            || 2025-06-26 || ENS-7008 || 0               || Incidente-2025-06-25_EPIC I                        ||
ENS-7006 || História        || 2025-06-26 || ENS-7005 ||                 || [Alteração] Análise do portal de ocorrências de lo ||
ENS-7005 || Epic            || 2025-06-26 || ENS-7005 || 0               || Análise do portal de ocorrênicas de log            ||
ENS-7003 || História        || 2025-06-26 || ENS-7002 ||                 || [Alteração] Alternativa ZINTERFACELOTE2            ||
ENS-7002 || Epic            || 2025-06-26 || ENS-7002 || 0               || Alternativa ZINTERFACELOTE2                        ||
ENS-7000 || História        || 2025-06-26 || ENS-6997 ||                 || [Alteração] Atividades Administrativas             ||
ENS-6997 || Epic            || 2025-06-26 || ENS-6997 || 0               || Atividades Administrativas                         ||
ENS-6990 || História        || 2025-06-18 || ENS-6981 ||                 || [Alteração] Drummer SQL                            ||
ENS-6988 || História        || 2025-06-18 || ENS-6980 ||                 || [Alteração] Drummer sql                            ||
ENS-6986 || História        || 2025-06-18 || ENS-6979 ||                 || [Alteração] Drummer SQL                            ||
ENS-6984 || História        || 2025-06-18 || ENS-6978 ||                 || [Alteração] Status IRIS                            ||
ENS-6982 || História        || 2025-06-18 || ENS-6977 ||                 || [Alteração] ZINTERFACELOTE2                        ||
ENS-6981 || Epic            || 2025-06-18 || ENS-6981 || 0               || Incidente-2025-06-11_EPIC V                        ||
ENS-6980 || Epic            || 2025-06-18 || ENS-6980 || 0               || Incidente-2025-06-11_EPIC IV                       ||
ENS-6979 || Epic            || 2025-06-18 || ENS-6979 || 0               || Incidente-2025-06-11_EPIC III                      ||
ENS-6978 || Epic            || 2025-06-18 || ENS-6978 || 0               || Incidente-2025-06-11_EPIC II                       ||
ENS-6977 || Epic            || 2025-06-18 || ENS-6977 || 0               || Incidente-2025-06-11_EPIC I                        ||
ENS-6975 || História        || 2025-06-18 || ENS-6974 ||                 || [Alteração] Problema de paginação MAX - SCTASK0442 ||
ENS-6974 || Epic            || 2025-06-18 || ENS-6974 || SCTASK0442180   || Problema de paginação MAX                          ||
ENS-6972 || História        || 2025-06-18 || ENS-6971 ||                 || [Alteração] Testes da ZINTERFACELOTE2              ||
ENS-6971 || Epic            || 2025-06-18 || ENS-6971 || 0               || Testes da ZINTERFACELOTE2                          ||
ENS-6969 || História        || 2025-06-18 || ENS-6950 ||                 || [Alteração] Demandas internas IRIS I               ||
ENS-6967 || História        || 2025-06-18 || ENS-6956 ||                 || [Alteração] Demandas internas IRIS II              ||
ENS-6965 || História        || 2025-06-18 || ENS-6955 ||                 || [Alteração] Demandas internas IRIS III             ||
ENS-6963 || História        || 2025-06-18 || ENS-6954 ||                 || [Alteração] Demandas internas IRIS IV              ||
ENS-6961 || História        || 2025-06-18 || ENS-6953 ||                 || [Alteração] Emails IRIS I                          ||
ENS-6959 || História        || 2025-06-18 || ENS-6952 ||                 || [Alteração] Emails IRIS II                         ||
ENS-6957 || História        || 2025-06-18 || ENS-6951 ||                 || [Alteração] Emails IRIS III                        ||
ENS-6956 || Epic            || 2025-06-18 || ENS-6956 || 0               || Incidente-2025-06-11_EPIC VII                      ||
ENS-6955 || Epic            || 2025-06-18 || ENS-6955 || 0               || Incidente-2025-06-11_EPIC VI                       ||
ENS-6954 || Epic            || 2025-06-18 || ENS-6954 || 0               || Incidente-2025-06-11_EPIC V                        ||
ENS-6953 || Epic            || 2025-06-18 || ENS-6953 || 0               || Incidente-2025-06-11_EPIC IV                       ||
ENS-6952 || Epic            || 2025-06-18 || ENS-6952 || 0               || Incidente-2025-06-11_EPIC III                      ||
ENS-6951 || Epic            || 2025-06-18 || ENS-6951 || 0               || Incidente-2025-06-11_EPIC II                       ||
ENS-6950 || Epic            || 2025-06-18 || ENS-6950 || 0               || Incidente-2025-06-11_EPIC I                        ||
ENS-6948 || História        || 2025-06-18 || ENS-6947 ||                 || [Alteração] Cubiscan                               ||
ENS-6947 || Epic            || 2025-06-18 || ENS-6947 || 874286          || Cubiscan                                           ||
ENS-6945 || História        || 2025-06-18 || ENS-6944 ||                 || [Alteração] Apoio a teste                          ||
ENS-6944 || Epic            || 2025-06-18 || ENS-6944 || SCTASK0435853   || Solicito que a informação de alteração de filial s ||
ENS-6942 || História        || 2025-06-16 || ENS-6929 ||                 || [Alteração]  Item 82 pricing                       ||
ENS-6940 || História        || 2025-06-16 || ENS-6928 ||                 || [Novo Desenvolvimento]  Gamificação SDT 862896 -RE ||
ENS-6938 || História        || 2025-06-16 || ENS-6927 ||                 || [Alteração] Revisão retorno VA02 e ZV77            ||
ENS-6936 || História        || 2025-06-16 || ENS-6926 ||                 || [Alteração] Atualização IRIS QA II                 ||
ENS-6934 || História        || 2025-06-16 || ENS-6925 ||                 || [Alteração] Atualização IRIS QA I                  ||
ENS-6932 || História        || 2025-06-16 || ENS-6924 ||                 || [Novo Desenvolvimento] - SOC II                    ||
ENS-6930 || História        || 2025-06-16 || ENS-6923 ||                 || [Novo Desenvolvimento] - SOC I                     ||
ENS-6929 || Epic            || 2025-06-16 || ENS-6929 || 0               || Incidente-2025-06-11_EPIC VII                      ||
ENS-6928 || Epic            || 2025-06-16 || ENS-6928 || 0               || Incidente-2025-06-11_EPIC VI                       ||
ENS-6927 || Epic            || 2025-06-16 || ENS-6927 || 0               || Incidente-2025-06-11_EPIC V                        ||
ENS-6926 || Epic            || 2025-06-16 || ENS-6926 || 0               || Incidente-2025-06-11_EPIC IV                       ||
ENS-6925 || Epic            || 2025-06-16 || ENS-6925 || 0               || Incidente-2025-06-11_EPIC III                      ||
ENS-6924 || Epic            || 2025-06-16 || ENS-6924 || SCTASK0435445   || Incidente-2025-06-11_EPIC II                       ||
ENS-6923 || Epic            || 2025-06-16 || ENS-6923 || SCTASK0435445   || Incidente-2025-06-11_EPIC I                        ||
ENS-6921 || História        || 2025-06-16 || ENS-6920 ||                 || [Novo Desenvolvimneto] Configurar a interface de e ||
ENS-6920 || Epic            || 2025-06-16 || ENS-6920 || SCTASK0433986   ||  configurar a interface de envio de arquivos do fi ||
ENS-6918 || História        || 2025-06-16 || ENS-6917 ||                 || [Novo Desenvolvimento] Teste integrado Abbiamo     ||
ENS-6917 || Epic            || 2025-06-16 || ENS-6917 || SCTASK0435907   || Teste integrado Abbiamo                            ||
ENS-6915 || História        || 2025-06-16 || ENS-6593 ||                 || [Alteração]ajustar layout da interface ZV48N       ||
ENS-6914 || Epic            || 2025-06-16 || ENS-6914 || SCTASK0426427   || ajustar layout da interface ZV48N                  ||
ENS-6912 || História        || 2025-06-16 || ENS-6911 ||                 || [Novo Desenvolvimento] Criar uma interface com o G ||
ENS-6911 || Epic            || 2025-06-16 || ENS-6911 || 878738          || criar uma interface com o GUS |tela 217| para atua ||
ENS-6909 || História        || 2025-06-16 || ENS-6890 ||                 || [Alteração] Demandas Internas I                    ||
ENS-6907 || História        || 2025-06-16 || ENS-6889 ||                 || [Alteração] Demandas Internas II                   ||
ENS-6905 || História        || 2025-06-16 || ENS-6888 ||                 || [Alteração] Manutenção DB III                      ||
ENS-6903 || História        || 2025-06-16 || ENS-6887 ||                 || [Alteração] Manutenção DB II                       ||
ENS-6901 || História        || 2025-06-16 || ENS-6886 ||                 || [Alteração] Manutenção DB I                        ||
ENS-6899 || História        || 2025-06-16 || ENS-6885 ||                 || [Alteração] Manutenção IRIS                        ||
ENS-6897 || História        || 2025-06-16 || ENS-6884 ||                 || [Alteração] Gestão                                 ||
ENS-6895 || História        || 2025-06-16 || ENS-6883 ||                 || [Alteração] Windows Update SRVIRIS02, SRVCSPGW02,  ||
ENS-6893 || História        || 2025-06-16 || ENS-6882 ||                 || [Alteração] Windows Update SRVIRIS02               ||
ENS-6891 || História        || 2025-06-16 || ENS-6881 ||                 || [Alteração] Lista Técnica VA02 - SCTASK0451540     ||
ENS-6890 || Epic            || 2025-06-16 || ENS-6890 || 0               || Incidente-2025-06-11_EPIC X                        ||
ENS-6889 || Epic            || 2025-06-16 || ENS-6889 || 0               || Incidente-2025-06-11_EPIC IX                       ||
ENS-6888 || Epic            || 2025-06-16 || ENS-6888 || 0               || Incidente-2025-06-11_EPIC VIII                     ||
ENS-6887 || Epic            || 2025-06-16 || ENS-6887 || 0               || Incidente-2025-06-11_EPIC VII                      ||
ENS-6886 || Epic            || 2025-06-16 || ENS-6886 || 0               || Incidente-2025-06-11_EPIC VI                       ||
ENS-6885 || Epic            || 2025-06-16 || ENS-6885 || 0               || Incidente-2025-06-11_EPIC V                        ||
ENS-6884 || Epic            || 2025-06-16 || ENS-6884 || 0               || [Alteração] Incidente-2025-06-11_EPIC IV           ||
ENS-6883 || Epic            || 2025-06-16 || ENS-6883 || 0               || Incidente-2025-06-11_EPIC III                      ||
ENS-6882 || Epic            || 2025-06-16 || ENS-6882 || 0               || Incidente-2025-06-11_EPIC II                       ||
ENS-6881 || Epic            || 2025-06-16 || ENS-6881 || 0               || Incidente-2025-06-11_EPIC I                        ||
ENS-6879 || História        || 2025-06-16 || ENS-6878 ||                 || [Alteração] Atividades Administrativas             ||
ENS-6878 || Epic            || 2025-06-16 || ENS-6878 || 0               || Atividades Administrativas                         ||
ENS-6870 || História        || 2025-06-12 || ENS-6863 ||                 || [Alteração] Improper error handling HyperCare      ||
